month,sales_rep_id,rep_name,region,territory,manager_name,tenure_months,monthly_target,actual_sales_value,target_achievement_pct,visits_made,new_customers,returning_customers,active_status
01-02-2024,SR-NO09,Triya Balay,North,North-T9,Arjun Zachariah,48,304716.95,318717.59,1.046,89,4,37,TRUE
01-03-2024,SR-NO09,Triya Balay,North,North-T9,Arjun Zachariah,49,345345.88,373491.53,1.081,84,7,49,TRUE
01-04-2024,SR-NO09,Triya Balay,North,North-T9,Arjun Zachariah,50,365660.34,289593.38,0.792,103,2,55,TRUE
01-05-2024,SR-NO09,Triya Balay,North,North-T9,Arjun Zachariah,51,365660.34,352608.6,0.964,100,4,37,TRUE
01-06-2024,SR-NO09,Triya Balay,North,North-T9,Arjun Zachariah,52,345345.88,408691.18,1.183,98,2,34,TRUE
01-07-2024,SR-NO09,Triya Balay,North,North-T9,Arjun Zachariah,53,325031.42,273307.39,0.841,77,4,38,TRUE
01-08-2024,SR-NO09,Triya Balay,North,North-T9,Arjun Zachariah,54,345345.88,303931.37,0.88,98,3,34,TRUE
01-09-2024,SR-NO09,Triya Balay,North,North-T9,Arjun Zachariah,55,365660.34,334095.2,0.914,95,3,47,TRUE
01-10-2024,SR-NO09,Triya Balay,North,North-T9,Arjun Zachariah,56,385974.81,377232.35,0.977,78,2,47,TRUE
01-11-2024,SR-NO09,Triya Balay,North,North-T9,Arjun Zachariah,57,365660.34,335950.54,0.919,93,4,42,TRUE
01-12-2024,SR-NO09,Triya Balay,North,North-T9,Arjun Zachariah,58,203144.64,241705.55,1.19,91,4,48,TRUE
01-01-2023,SR-SO01,Urmi Behl,South,South-T1,Ojas Kapoor,9,426707.96,379398.13,0.889,134,9,58,TRUE
01-02-2023,SR-SO01,Urmi Behl,South,South-T1,Ojas Kapoor,10,376507.02,461447.78,1.226,133,2,52,TRUE
01-03-2023,SR-SO01,Urmi Behl,South,South-T1,Ojas Kapoor,11,426707.96,409973.5,0.961,143,6,54,TRUE
01-04-2023,SR-SO01,Urmi Behl,South,South-T1,Ojas Kapoor,12,451808.43,527466.22,1.167,131,3,40,TRUE
01-05-2023,SR-SO01,Urmi Behl,South,South-T1,Ojas Kapoor,13,451808.43,445100.62,0.985,143,4,42,TRUE
01-06-2023,SR-SO01,Urmi Behl,South,South-T1,Ojas Kapoor,14,426707.96,479838.28,1.125,126,1,50,TRUE
01-07-2023,SR-SO01,Urmi Behl,South,South-T1,Ojas Kapoor,15,401607.49,311664.6,0.776,123,3,41,TRUE
01-08-2023,SR-SO01,Urmi Behl,South,South-T1,Ojas Kapoor,16,426707.96,523126.83,1.226,137,7,49,TRUE
01-09-2023,SR-SO01,Urmi Behl,South,South-T1,Ojas Kapoor,17,451808.43,389509.05,0.862,115,4,32,TRUE
01-10-2023,SR-SO01,Urmi Behl,South,South-T1,Ojas Kapoor,18,476908.9,374044.03,0.784,143,7,33,TRUE
01-11-2023,SR-SO01,Urmi Behl,South,South-T1,Ojas Kapoor,19,451808.43,555111.18,1.229,142,5,44,TRUE
01-12-2023,SR-SO01,Urmi Behl,South,South-T1,Ojas Kapoor,20,251004.68,193306,0.77,124,7,51,TRUE
01-01-2024,SR-SO01,Urmi Behl,South,South-T1,Ojas Kapoor,21,426707.96,326651.34,0.766,142,4,42,TRUE
01-02-2024,SR-SO01,Urmi Behl,South,South-T1,Ojas Kapoor,22,376507.02,328932.21,0.874,127,2,45,TRUE
01-03-2024,SR-SO01,Urmi Behl,South,South-T1,Ojas Kapoor,23,426707.96,499083.78,1.17,141,5,33,TRUE
01-04-2024,SR-SO01,Urmi Behl,South,South-T1,Ojas Kapoor,24,451808.43,479218.67,1.061,129,5,36,TRUE
01-05-2024,SR-SO01,Urmi Behl,South,South-T1,Ojas Kapoor,25,451808.43,392744.63,0.869,134,1,40,TRUE
01-06-2024,SR-SO01,Urmi Behl,South,South-T1,Ojas Kapoor,26,426707.96,421067.11,0.987,132,3,50,TRUE
01-07-2024,SR-SO01,Urmi Behl,South,South-T1,Ojas Kapoor,27,401607.49,324175.45,0.807,125,2,46,TRUE
01-08-2024,SR-SO01,Urmi Behl,South,South-T1,Ojas Kapoor,28,426707.96,522238.7,1.224,130,2,46,TRUE
01-09-2024,SR-SO01,Urmi Behl,South,South-T1,Ojas Kapoor,29,451808.43,443909.46,0.983,129,5,46,TRUE
01-10-2024,SR-SO01,Urmi Behl,South,South-T1,Ojas Kapoor,30,476908.9,418784.12,0.878,124,4,39,TRUE
01-11-2024,SR-SO01,Urmi Behl,South,South-T1,Ojas Kapoor,31,451808.43,422191.3,0.934,133,4,49,TRUE
01-12-2024,SR-SO01,Urmi Behl,South,South-T1,Ojas Kapoor,32,251004.68,264294.46,1.053,142,2,53,TRUE
01-01-2023,SR-SO02,Elijah Hayer,South,South-T2,Ojas Kapoor,21,440694.47,542877.14,1.232,80,3,52,TRUE
01-02-2023,SR-SO02,Elijah Hayer,South,South-T2,Ojas Kapoor,22,388848.06,431301.95,1.109,93,2,40,TRUE
01-03-2023,SR-SO02,Elijah Hayer,South,South-T2,Ojas Kapoor,23,440694.47,501905.14,1.139,115,5,51,TRUE
01-04-2023,SR-SO02,Elijah Hayer,South,South-T2,Ojas Kapoor,24,466617.67,388171.26,0.832,96,3,45,TRUE
01-05-2023,SR-SO02,Elijah Hayer,South,South-T2,Ojas Kapoor,25,466617.67,422531.38,0.906,114,5,51,TRUE
01-06-2023,SR-SO02,Elijah Hayer,South,South-T2,Ojas Kapoor,26,440694.47,458032.43,1.039,109,5,49,TRUE
01-07-2023,SR-SO02,Elijah Hayer,South,South-T2,Ojas Kapoor,27,414771.26,503716.3,1.214,112,4,48,TRUE
01-08-2023,SR-SO02,Elijah Hayer,South,South-T2,Ojas Kapoor,28,440694.47,457396.07,1.038,99,4,48,TRUE
01-09-2023,SR-SO02,Elijah Hayer,South,South-T2,Ojas Kapoor,29,466617.67,561813.78,1.204,92,0,46,TRUE
01-10-2023,SR-SO02,Elijah Hayer,South,South-T2,Ojas Kapoor,30,492540.87,461832.66,0.938,101,4,53,TRUE
01-11-2023,SR-SO02,Elijah Hayer,South,South-T2,Ojas Kapoor,31,466617.67,569616.66,1.221,122,5,52,TRUE
01-12-2023,SR-SO02,Elijah Hayer,South,South-T2,Ojas Kapoor,32,259232.04,220130.75,0.849,107,3,39,TRUE
01-01-2024,SR-SO02,Elijah Hayer,South,South-T2,Ojas Kapoor,33,440694.47,460987.98,1.046,97,8,49,TRUE
01-02-2024,SR-SO02,Elijah Hayer,South,South-T2,Ojas Kapoor,34,388848.06,453119.13,1.165,83,2,53,TRUE
01-03-2024,SR-SO02,Elijah Hayer,South,South-T2,Ojas Kapoor,35,440694.47,384032.04,0.871,98,4,54,TRUE
01-04-2024,SR-SO02,Elijah Hayer,South,South-T2,Ojas Kapoor,36,466617.67,512624.54,1.099,111,6,44,TRUE
01-05-2024,SR-SO02,Elijah Hayer,South,South-T2,Ojas Kapoor,37,466617.67,420325.16,0.901,105,3,56,TRUE
01-06-2024,SR-SO02,Elijah Hayer,South,South-T2,Ojas Kapoor,38,440694.47,481295.44,1.092,115,5,41,TRUE
01-07-2024,SR-SO02,Elijah Hayer,South,South-T2,Ojas Kapoor,39,414771.26,478133.37,1.153,110,3,39,TRUE
01-08-2024,SR-SO02,Elijah Hayer,South,South-T2,Ojas Kapoor,40,440694.47,505967.32,1.148,100,4,50,TRUE
01-09-2024,SR-SO02,Elijah Hayer,South,South-T2,Ojas Kapoor,41,466617.67,482000.32,1.033,113,2,39,TRUE
01-10-2024,SR-SO02,Elijah Hayer,South,South-T2,Ojas Kapoor,42,492540.87,379519.77,0.771,121,3,45,TRUE
01-11-2024,SR-SO02,Elijah Hayer,South,South-T2,Ojas Kapoor,43,466617.67,474257.43,1.016,107,1,56,TRUE
01-12-2024,SR-SO02,Elijah Hayer,South,South-T2,Ojas Kapoor,44,259232.04,280167.79,1.081,115,6,51,TRUE
01-01-2023,SR-SO03,Raagini Malhotra,South,South-T3,Arjun Zachariah,14,303503.27,238091.75,0.784,132,6,43,TRUE
01-02-2023,SR-SO03,Raagini Malhotra,South,South-T3,Arjun Zachariah,15,267797,287552.82,1.074,143,6,40,TRUE
01-03-2023,SR-SO03,Raagini Malhotra,South,South-T3,Arjun Zachariah,16,303503.27,229547.44,0.756,127,3,45,TRUE
01-04-2023,SR-SO03,Raagini Malhotra,South,South-T3,Arjun Zachariah,17,321356.41,308511.59,0.96,133,4,27,TRUE
01-05-2023,SR-SO03,Raagini Malhotra,South,South-T3,Arjun Zachariah,18,321356.41,319782.04,0.995,144,5,47,TRUE
01-06-2023,SR-SO03,Raagini Malhotra,South,South-T3,Arjun Zachariah,19,303503.27,293415.34,0.967,128,6,40,TRUE
01-07-2023,SR-SO03,Raagini Malhotra,South,South-T3,Arjun Zachariah,20,285650.14,265967.14,0.931,115,7,48,TRUE
01-08-2023,SR-SO03,Raagini Malhotra,South,South-T3,Arjun Zachariah,21,303503.27,362925.42,1.196,118,1,47,TRUE
01-09-2023,SR-SO03,Raagini Malhotra,South,South-T3,Arjun Zachariah,22,321356.41,314887.4,0.98,131,3,50,TRUE
01-10-2023,SR-SO03,Raagini Malhotra,South,South-T3,Arjun Zachariah,23,339209.54,280355.18,0.826,125,3,49,TRUE
01-11-2023,SR-SO03,Raagini Malhotra,South,South-T3,Arjun Zachariah,24,321356.41,269318.68,0.838,133,7,46,TRUE
01-12-2023,SR-SO03,Raagini Malhotra,South,South-T3,Arjun Zachariah,25,178531.34,180472.58,1.011,134,0,43,TRUE
01-01-2024,SR-SO03,Raagini Malhotra,South,South-T3,Arjun Zachariah,26,303503.27,326335.43,1.075,160,1,46,TRUE
01-02-2024,SR-SO03,Raagini Malhotra,South,South-T3,Arjun Zachariah,27,267797,283317.49,1.058,129,7,51,TRUE
01-03-2024,SR-SO03,Raagini Malhotra,South,South-T3,Arjun Zachariah,28,303503.27,367180.94,1.21,139,6,49,TRUE
01-04-2024,SR-SO03,Raagini Malhotra,South,South-T3,Arjun Zachariah,29,321356.41,365485.31,1.137,138,3,55,TRUE
01-05-2024,SR-SO03,Raagini Malhotra,South,South-T3,Arjun Zachariah,30,321356.41,315712.39,0.982,147,2,41,TRUE
01-06-2024,SR-SO03,Raagini Malhotra,South,South-T3,Arjun Zachariah,31,303503.27,352934.03,1.163,147,5,37,TRUE
01-07-2024,SR-SO03,Raagini Malhotra,South,South-T3,Arjun Zachariah,32,285650.14,298857.83,1.046,134,2,37,TRUE
01-08-2024,SR-SO03,Raagini Malhotra,South,South-T3,Arjun Zachariah,33,303503.27,276537.7,0.911,129,4,61,TRUE
01-09-2024,SR-SO03,Raagini Malhotra,South,South-T3,Arjun Zachariah,34,321356.41,280463.03,0.873,136,6,46,TRUE
01-10-2024,SR-SO03,Raagini Malhotra,South,South-T3,Arjun Zachariah,35,339209.54,412923.48,1.217,143,6,38,TRUE
01-11-2024,SR-SO03,Raagini Malhotra,South,South-T3,Arjun Zachariah,36,321356.41,285835,0.889,121,4,44,TRUE
01-12-2024,SR-SO03,Raagini Malhotra,South,South-T3,Arjun Zachariah,37,178531.34,174139.65,0.975,125,7,43,TRUE
01-01-2023,SR-SO04,Jagrati Bal,South,South-T4,Arjun Zachariah,21,301789.45,339585,1.125,115,6,51,TRUE
01-02-2023,SR-SO04,Jagrati Bal,South,South-T4,Arjun Zachariah,22,266284.81,275584.76,1.035,73,5,53,TRUE
01-03-2023,SR-SO04,Jagrati Bal,South,South-T4,Arjun Zachariah,23,301789.45,327168.2,1.084,74,4,46,TRUE
01-04-2023,SR-SO04,Jagrati Bal,South,South-T4,Arjun Zachariah,24,319541.77,293402.71,0.918,80,7,53,TRUE
01-05-2023,SR-SO04,Jagrati Bal,South,South-T4,Arjun Zachariah,25,319541.77,318632.12,0.997,94,2,44,TRUE
01-06-2023,SR-SO04,Jagrati Bal,South,South-T4,Arjun Zachariah,26,301789.45,275385.01,0.913,59,4,52,TRUE
01-07-2023,SR-SO04,Jagrati Bal,South,South-T4,Arjun Zachariah,27,284037.13,282268.99,0.994,98,1,50,TRUE
01-08-2023,SR-SO04,Jagrati Bal,South,South-T4,Arjun Zachariah,28,301789.45,279883.3,0.927,94,7,34,TRUE
01-09-2023,SR-SO04,Jagrati Bal,South,South-T4,Arjun Zachariah,29,319541.77,280933.52,0.879,87,2,35,TRUE
01-10-2023,SR-SO04,Jagrati Bal,South,South-T4,Arjun Zachariah,30,337294.09,300134.15,0.89,81,4,33,TRUE
01-11-2023,SR-SO04,Jagrati Bal,South,South-T4,Arjun Zachariah,31,319541.77,334904.54,1.048,95,1,43,TRUE
01-12-2023,SR-SO04,Jagrati Bal,South,South-T4,Arjun Zachariah,32,177523.21,211262.15,1.19,98,5,41,TRUE
01-01-2024,SR-SO04,Jagrati Bal,South,South-T4,Arjun Zachariah,33,301789.45,310208.02,1.028,95,4,55,TRUE
01-02-2024,SR-SO04,Jagrati Bal,South,South-T4,Arjun Zachariah,34,266284.81,268498.6,1.008,76,3,49,TRUE
01-03-2024,SR-SO04,Jagrati Bal,South,South-T4,Arjun Zachariah,35,301789.45,255171.49,0.846,97,5,45,TRUE
01-04-2024,SR-SO04,Jagrati Bal,South,South-T4,Arjun Zachariah,36,319541.77,278218,0.871,94,2,50,TRUE
01-05-2024,SR-SO04,Jagrati Bal,South,South-T4,Arjun Zachariah,37,319541.77,304591.71,0.953,89,1,49,TRUE
01-06-2024,SR-SO04,Jagrati Bal,South,South-T4,Arjun Zachariah,38,301789.45,310115.25,1.028,88,1,40,TRUE
01-07-2024,SR-SO04,Jagrati Bal,South,South-T4,Arjun Zachariah,39,284037.13,247158.31,0.87,82,5,44,TRUE
01-08-2024,SR-SO04,Jagrati Bal,South,South-T4,Arjun Zachariah,40,301789.45,298182.03,0.988,85,4,43,TRUE
01-09-2024,SR-SO04,Jagrati Bal,South,South-T4,Arjun Zachariah,41,319541.77,353388.02,1.106,94,6,51,TRUE
01-10-2024,SR-SO04,Jagrati Bal,South,South-T4,Arjun Zachariah,42,337294.09,328553.88,0.974,80,1,61,TRUE
01-11-2024,SR-SO04,Jagrati Bal,South,South-T4,Arjun Zachariah,43,319541.77,242411.3,0.759,74,3,51,TRUE
01-12-2024,SR-SO04,Jagrati Bal,South,South-T4,Arjun Zachariah,44,177523.21,159259.23,0.897,66,6,49,TRUE
01-01-2023,SR-SO05,Orinder Shah,South,South-T5,Dev Chhabra,12,367998.34,350408.23,0.952,78,6,55,TRUE
01-02-2023,SR-SO05,Orinder Shah,South,South-T5,Dev Chhabra,13,324704.42,283029.45,0.872,81,2,45,TRUE
01-03-2023,SR-SO05,Orinder Shah,South,South-T5,Dev Chhabra,14,367998.34,398166.85,1.082,70,1,43,TRUE
01-04-2023,SR-SO05,Orinder Shah,South,South-T5,Dev Chhabra,15,389645.3,364127.52,0.935,74,3,44,TRUE
01-05-2023,SR-SO05,Orinder Shah,South,South-T5,Dev Chhabra,16,389645.3,400063.04,1.027,106,5,52,TRUE
01-06-2023,SR-SO05,Orinder Shah,South,South-T5,Dev Chhabra,17,367998.34,339249.83,0.922,88,1,41,TRUE
01-07-2023,SR-SO05,Orinder Shah,South,South-T5,Dev Chhabra,18,346351.38,432355.88,1.248,64,1,41,TRUE
01-08-2023,SR-SO05,Orinder Shah,South,South-T5,Dev Chhabra,19,367998.34,377269.78,1.025,88,3,51,TRUE
01-09-2023,SR-SO05,Orinder Shah,South,South-T5,Dev Chhabra,20,389645.3,360774.63,0.926,63,2,40,TRUE
01-10-2023,SR-SO05,Orinder Shah,South,South-T5,Dev Chhabra,21,411292.26,401780.15,0.977,76,5,63,TRUE
01-11-2023,SR-SO05,Orinder Shah,South,South-T5,Dev Chhabra,22,389645.3,351971.08,0.903,73,2,51,TRUE
01-12-2023,SR-SO05,Orinder Shah,South,South-T5,Dev Chhabra,23,216469.61,187304.45,0.865,79,5,42,TRUE
01-01-2024,SR-SO05,Orinder Shah,South,South-T5,Dev Chhabra,24,367998.34,408714.47,1.111,83,3,44,TRUE
01-02-2024,SR-SO05,Orinder Shah,South,South-T5,Dev Chhabra,25,324704.42,294758.22,0.908,67,5,40,TRUE
01-03-2024,SR-SO05,Orinder Shah,South,South-T5,Dev Chhabra,26,367998.34,412688.25,1.121,107,2,44,TRUE
01-04-2024,SR-SO05,Orinder Shah,South,South-T5,Dev Chhabra,27,389645.3,477486.46,1.225,67,5,62,TRUE
01-05-2024,SR-SO05,Orinder Shah,South,South-T5,Dev Chhabra,28,389645.3,426693.47,1.095,70,3,50,TRUE
01-06-2024,SR-SO05,Orinder Shah,South,South-T5,Dev Chhabra,29,367998.34,311242.14,0.846,90,5,46,TRUE
01-07-2024,SR-SO05,Orinder Shah,South,South-T5,Dev Chhabra,30,346351.38,387671.91,1.119,82,0,42,TRUE
01-08-2024,SR-SO05,Orinder Shah,South,South-T5,Dev Chhabra,31,367998.34,326874.46,0.888,85,3,53,TRUE
01-09-2024,SR-SO05,Orinder Shah,South,South-T5,Dev Chhabra,32,389645.3,407098.86,1.045,84,1,48,TRUE
01-10-2024,SR-SO05,Orinder Shah,South,South-T5,Dev Chhabra,33,411292.26,464803.01,1.13,77,4,50,TRUE
01-11-2024,SR-SO05,Orinder Shah,South,South-T5,Dev Chhabra,34,389645.3,408502.33,1.048,100,7,48,TRUE
01-12-2024,SR-SO05,Orinder Shah,South,South-T5,Dev Chhabra,35,216469.61,268477.58,1.24,79,2,45,TRUE
01-01-2023,SR-SO06,Wazir Mohan,South,South-T6,Dev Chhabra,59,421296.95,491364.61,1.166,83,6,40,TRUE
01-02-2023,SR-SO06,Wazir Mohan,South,South-T6,Dev Chhabra,60,371732.6,333861.68,0.898,79,7,47,TRUE
01-03-2023,SR-SO06,Wazir Mohan,South,South-T6,Dev Chhabra,61,421296.95,391991.76,0.93,89,1,45,TRUE
01-04-2023,SR-SO06,Wazir Mohan,South,South-T6,Dev Chhabra,62,446079.12,401976.97,0.901,76,6,54,TRUE
01-05-2023,SR-SO06,Wazir Mohan,South,South-T6,Dev Chhabra,63,446079.12,492475.47,1.104,75,1,51,TRUE
01-06-2023,SR-SO06,Wazir Mohan,South,South-T6,Dev Chhabra,64,421296.95,342637.22,0.813,64,2,41,TRUE
01-07-2023,SR-SO06,Wazir Mohan,South,South-T6,Dev Chhabra,65,396514.77,306409.9,0.773,87,6,38,TRUE
01-08-2023,SR-SO06,Wazir Mohan,South,South-T6,Dev Chhabra,66,421296.95,327458.54,0.777,69,7,46,TRUE
01-09-2023,SR-SO06,Wazir Mohan,South,South-T6,Dev Chhabra,67,446079.12,399717.37,0.896,85,3,47,TRUE
01-10-2023,SR-SO06,Wazir Mohan,South,South-T6,Dev Chhabra,68,470861.29,575413.59,1.222,75,4,42,TRUE
01-11-2023,SR-SO06,Wazir Mohan,South,South-T6,Dev Chhabra,69,446079.12,476829.51,1.069,86,8,42,TRUE
01-12-2023,SR-SO06,Wazir Mohan,South,South-T6,Dev Chhabra,70,247821.73,279145.43,1.126,89,8,51,TRUE
01-01-2024,SR-SO06,Wazir Mohan,South,South-T6,Dev Chhabra,71,421296.95,337582.64,0.801,78,1,44,TRUE
01-02-2024,SR-SO06,Wazir Mohan,South,South-T6,Dev Chhabra,72,371732.6,281079.18,0.756,80,4,45,TRUE
01-03-2024,SR-SO06,Wazir Mohan,South,South-T6,Dev Chhabra,73,421296.95,375868.36,0.892,78,5,41,TRUE
01-04-2024,SR-SO06,Wazir Mohan,South,South-T6,Dev Chhabra,74,446079.12,441331.55,0.989,83,8,48,TRUE
01-05-2024,SR-SO06,Wazir Mohan,South,South-T6,Dev Chhabra,75,446079.12,410550.24,0.92,63,4,43,TRUE
01-06-2024,SR-SO06,Wazir Mohan,South,South-T6,Dev Chhabra,76,421296.95,519353.32,1.233,85,5,42,TRUE
01-07-2024,SR-SO06,Wazir Mohan,South,South-T6,Dev Chhabra,77,396514.77,347441.78,0.876,94,4,40,TRUE
01-08-2024,SR-SO06,Wazir Mohan,South,South-T6,Dev Chhabra,78,421296.95,497493.34,1.181,92,3,35,TRUE
01-09-2024,SR-SO06,Wazir Mohan,South,South-T6,Dev Chhabra,79,446079.12,360005.29,0.807,89,3,39,TRUE
01-10-2024,SR-SO06,Wazir Mohan,South,South-T6,Dev Chhabra,80,470861.29,368529.81,0.783,91,5,41,TRUE
01-11-2024,SR-SO06,Wazir Mohan,South,South-T6,Dev Chhabra,81,446079.12,444238.28,0.996,97,2,64,TRUE
01-12-2024,SR-SO06,Wazir Mohan,South,South-T6,Dev Chhabra,82,247821.73,257365.49,1.039,94,5,35,TRUE
01-01-2023,SR-SO07,Kalpit Sekhon,South,South-T7,Anamika Garde,16,502094.05,548902.02,1.093,129,4,47,TRUE
01-02-2023,SR-SO07,Kalpit Sekhon,South,South-T7,Anamika Garde,17,443024.16,365877.48,0.826,134,6,35,TRUE
01-03-2023,SR-SO07,Kalpit Sekhon,South,South-T7,Anamika Garde,18,502094.05,580205.34,1.156,123,6,47,TRUE
01-04-2023,SR-SO07,Kalpit Sekhon,South,South-T7,Anamika Garde,19,531628.99,651013.1,1.225,130,3,50,TRUE
01-05-2023,SR-SO07,Kalpit Sekhon,South,South-T7,Anamika Garde,20,531628.99,421364.06,0.793,124,2,44,TRUE
01-06-2023,SR-SO07,Kalpit Sekhon,South,South-T7,Anamika Garde,21,502094.05,438878.14,0.874,125,6,58,TRUE
01-07-2023,SR-SO07,Kalpit Sekhon,South,South-T7,Anamika Garde,22,472559.1,486280.57,1.029,136,4,57,TRUE
01-08-2023,SR-SO07,Kalpit Sekhon,South,South-T7,Anamika Garde,23,502094.05,481049.79,0.958,119,6,48,TRUE
01-09-2023,SR-SO07,Kalpit Sekhon,South,South-T7,Anamika Garde,24,531628.99,557180.9,1.048,125,3,52,TRUE
01-10-2023,SR-SO07,Kalpit Sekhon,South,South-T7,Anamika Garde,25,561163.93,594389.98,1.059,149,1,41,TRUE
01-11-2023,SR-SO07,Kalpit Sekhon,South,South-T7,Anamika Garde,26,531628.99,604912.33,1.138,131,5,37,TRUE
01-12-2023,SR-SO07,Kalpit Sekhon,South,South-T7,Anamika Garde,27,295349.44,277684.3,0.94,125,1,48,TRUE
01-01-2024,SR-SO07,Kalpit Sekhon,South,South-T7,Anamika Garde,28,502094.05,604647.86,1.204,137,2,40,TRUE
01-02-2024,SR-SO07,Kalpit Sekhon,South,South-T7,Anamika Garde,29,443024.16,398135.43,0.899,141,5,41,TRUE
01-03-2024,SR-SO07,Kalpit Sekhon,South,South-T7,Anamika Garde,30,502094.05,524318.02,1.044,139,4,49,TRUE
01-04-2024,SR-SO07,Kalpit Sekhon,South,South-T7,Anamika Garde,31,531628.99,512710.93,0.964,132,6,49,TRUE
01-05-2024,SR-SO07,Kalpit Sekhon,South,South-T7,Anamika Garde,32,531628.99,549871.7,1.034,133,1,55,TRUE
01-06-2024,SR-SO07,Kalpit Sekhon,South,South-T7,Anamika Garde,33,502094.05,391691.18,0.78,149,2,45,TRUE
01-07-2024,SR-SO07,Kalpit Sekhon,South,South-T7,Anamika Garde,34,472559.1,581273.39,1.23,118,5,46,TRUE
01-08-2024,SR-SO07,Kalpit Sekhon,South,South-T7,Anamika Garde,35,502094.05,401482.83,0.8,126,5,46,TRUE
01-09-2024,SR-SO07,Kalpit Sekhon,South,South-T7,Anamika Garde,36,531628.99,601468.32,1.131,122,3,43,TRUE
01-10-2024,SR-SO07,Kalpit Sekhon,South,South-T7,Anamika Garde,37,561163.93,596381.18,1.063,134,3,51,TRUE
01-11-2024,SR-SO07,Kalpit Sekhon,South,South-T7,Anamika Garde,38,531628.99,469068.52,0.882,158,3,50,TRUE
01-12-2024,SR-SO07,Kalpit Sekhon,South,South-T7,Anamika Garde,39,295349.44,233501.42,0.791,120,7,44,TRUE
01-01-2023,SR-SO08,Rajeshri Ram,South,South-T8,Anamika Garde,31,378838.49,329563.95,0.87,99,2,54,TRUE
01-02-2023,SR-SO08,Rajeshri Ram,South,South-T8,Anamika Garde,32,334269.25,342958.95,1.026,82,4,42,TRUE
01-03-2023,SR-SO08,Rajeshri Ram,South,South-T8,Anamika Garde,33,378838.49,313779.16,0.828,68,3,42,TRUE
01-04-2023,SR-SO08,Rajeshri Ram,South,South-T8,Anamika Garde,34,401123.1,382775.24,0.954,93,3,39,TRUE
01-05-2023,SR-SO08,Rajeshri Ram,South,South-T8,Anamika Garde,35,401123.1,439103.67,1.095,84,4,47,TRUE
01-06-2023,SR-SO08,Rajeshri Ram,South,South-T8,Anamika Garde,36,378838.49,373139.33,0.985,86,5,50,TRUE
01-07-2023,SR-SO08,Rajeshri Ram,South,South-T8,Anamika Garde,37,356553.87,273234.34,0.766,88,8,44,TRUE
01-08-2023,SR-SO08,Rajeshri Ram,South,South-T8,Anamika Garde,38,378838.49,338701.48,0.894,85,2,39,TRUE
01-09-2023,SR-SO08,Rajeshri Ram,South,South-T8,Anamika Garde,39,401123.1,357544.76,0.891,95,2,49,TRUE
01-10-2023,SR-SO08,Rajeshri Ram,South,South-T8,Anamika Garde,40,423407.72,499537.85,1.18,85,7,41,TRUE
01-11-2023,SR-SO08,Rajeshri Ram,South,South-T8,Anamika Garde,41,401123.1,315118.25,0.786,92,5,50,TRUE
01-12-2023,SR-SO08,Rajeshri Ram,South,South-T8,Anamika Garde,42,222846.17,193143.43,0.867,77,3,40,TRUE
01-01-2024,SR-SO08,Rajeshri Ram,South,South-T8,Anamika Garde,43,378838.49,334240.6,0.882,87,8,46,TRUE
01-02-2024,SR-SO08,Rajeshri Ram,South,South-T8,Anamika Garde,44,334269.25,382946.83,1.146,84,5,36,TRUE
01-03-2024,SR-SO08,Rajeshri Ram,South,South-T8,Anamika Garde,45,378838.49,395846.37,1.045,99,4,51,TRUE
01-04-2024,SR-SO08,Rajeshri Ram,South,South-T8,Anamika Garde,46,401123.1,462074.89,1.152,81,3,46,TRUE
01-05-2024,SR-SO08,Rajeshri Ram,South,South-T8,Anamika Garde,47,401123.1,340517.25,0.849,89,6,47,TRUE
01-06-2024,SR-SO08,Rajeshri Ram,South,South-T8,Anamika Garde,48,378838.49,305869.71,0.807,97,7,49,TRUE
01-07-2024,SR-SO08,Rajeshri Ram,South,South-T8,Anamika Garde,49,356553.87,307493.74,0.862,86,5,49,TRUE
01-08-2024,SR-SO08,Rajeshri Ram,South,South-T8,Anamika Garde,50,378838.49,312350.33,0.824,80,3,47,TRUE
01-09-2024,SR-SO08,Rajeshri Ram,South,South-T8,Anamika Garde,51,401123.1,354117.99,0.883,83,3,51,TRUE
01-10-2024,SR-SO08,Rajeshri Ram,South,South-T8,Anamika Garde,52,423407.72,347667.76,0.821,105,7,46,TRUE
01-11-2024,SR-SO08,Rajeshri Ram,South,South-T8,Anamika Garde,53,401123.1,312803.42,0.78,88,2,34,TRUE
01-12-2024,SR-SO08,Rajeshri Ram,South,South-T8,Anamika Garde,54,222846.17,255451.75,1.146,94,6,50,TRUE
01-01-2023,SR-SO09,Akshay Sathe,South,South-T9,Ojas Kapoor,30,296982.47,311095.68,1.048,115,3,58,TRUE
01-02-2023,SR-SO09,Akshay Sathe,South,South-T9,Ojas Kapoor,31,262043.35,304525.86,1.162,113,2,39,TRUE
01-03-2023,SR-SO09,Akshay Sathe,South,South-T9,Ojas Kapoor,32,296982.47,359525.87,1.211,108,3,64,TRUE
01-04-2023,SR-SO09,Akshay Sathe,South,South-T9,Ojas Kapoor,33,314452.02,304885.36,0.97,110,4,36,TRUE
01-05-2023,SR-SO09,Akshay Sathe,South,South-T9,Ojas Kapoor,34,314452.02,309530.53,0.984,126,1,52,TRUE
01-06-2023,SR-SO09,Akshay Sathe,South,South-T9,Ojas Kapoor,35,296982.47,267891.73,0.902,101,3,45,TRUE
